title|authors|year|abstract|pages|numpages|keywords|address|articleno|booktitle|doi|id|issue_date|isbn|issn|journal|location|month|note|number|publisher|series|type|url|volume|filename
Enhancing the extraction of SBVR business vocabularies and business rules from UML use case diagrams with natural language processing|Paulius Danènas, Paulius Danenas, Tomas Skersys, Tomas Skersys, Rimantas Butleris, Rimantas Butleris|2019|Being among the best-selling and most advanced features of model-driven development, model-to-model transformation could help improving one of the most time- and resource-consuming efforts in the process of model-driven information systems engineering, namely, discovery and specification of business vocabularies and business rules within the problem domain. Nonetheless, despite the relatively high levels of automation throughout the whole systems' model-driven development process, business modeling stage remains among the most under re-searched areas throughout the whole process. In this paper, we introduce a novel natural language processing (NLP) technique to one of our latest developments for the automatic extraction of SBVR business vocabularies and business rules from UML use case diagrams. This development remains arguably the most comprehensive development of this kind currently available in public. The experiment provided proof that the developed NLP enhancement delivered even better extraction results compared to the already satisfactory performance of the previous development. This work contributes to the research in the areas of model transformations and NLP within the model-driven development of information systems, and beyond.|||||||10.1145/3368640.3368641|Danènas_2019||||null|||||||article|||dissertacao-2024.bib
Extending drag-and-drop actions-based model-to-model transformations with natural language processing|Paulius Danènas, Paulius Danenas, Tomas Skersys, Tomas Skersys, Rimantas Butleris, Rimantas Butleris|2020|Model-to-model (M2M) transformations are among the key components of model-driven development, enabling a certain level of automation in the process of developing models. The developed solution of using drag-and-drop actions-based M2M transformations contributes to this purpose by providing a flexible, reusable, customizable, and relatively easy-to-use transformation method and tool support. The solution uses model-based transformation specifications triggered by user-initiated drag-and-drop actions within the model deployed in a computer-aided software engineering (CASE) tool environment. The transformations are called partial M2M transformations, meaning that a specific user-defined fragment of the source model is being transformed into a specific fragment of the target model and not running the whole model-level transformation. In this paper, in particular, we present the main aspects of the developed extension to that M2M transformation method, delivering a set of natural language processing (NLP) techniques on both the conceptual and implementation level. The paper addresses relevant developments and topics in the field of natural language processing and presents a set of operators that can be used to satisfy the needs of advanced textual preprocessing in the scope of M2M transformations. Also in this paper, we describe the extensions to the previous M2M transformation metamodel necessary for enabling the solution’s NLP-related capabilities. The usability and actual benefits of the proposed extension are introduced by presenting a set of specific partial M2M transformation use cases where natural language processing provides actual solutions to previously unsolvable situations when using the previous M2M transformation development.|||||||10.3390/app10196835|Danènas_2020||||Applied Sciences|||||||article|||dissertacao-2024.bib
Natural language processing-enhanced extraction of SBVR business vocabularies and business rules from UML use case diagrams|Paulius Danènas, Paulius Danenas, Tomas Skersys, Tomas Skersys, Rimantas Butleris, Rimantas Butleris|2020|Abstract Discovery, specification and proper representation of various aspects of business knowledge plays crucial part in model-driven information systems engineering, especially when it comes to the early stages of systems development. Being among the most applicable and advanced features of model-driven development, model transformation could help improving one of the most time- and resource-consuming efforts in this process, namely, discovery and specification of business vocabularies and business rules within the problem domain. One of our latest developments in this area was the solution for the automatic extraction of SBVR business vocabularies and business rules from UML use case diagrams, which was arguably one of the most comprehensive developments of this kind currently available in public. In this paper, we present an enhancement to our previous development by introducing a novel natural language processing component to it. This enhancement provides more advanced extraction capabilities (such as recognition of entities, entire noun and verb phrases, multinary associations) and better quality of the extraction results compared to our previous solution. The main contributions presented in this paper are pre- and post-processing algorithms, and two extraction algorithms using custom-trained POS tagger. Based on the related work findings, it is safe to state that the presented solution is novel and original in its approach of combining together M2M transformation of UML and SBVR models with natural language processing techniques in the field of model-driven information systems engineering.|||||||10.1016/j.datak.2020.101822|Danènas_2020a||||null|||||||article|||dissertacao-2024.bib
Natural language processing-enhanced extraction of SBVR business vocabularies and business rules from UML use case diagrams|Paulius Danènas, Paulius Danenas, Tomas Skersys, Tomas Skersys, Rimantas Butleris, Rimantas Butleris|2020|Abstract Discovery, specification and proper representation of various aspects of business knowledge plays crucial part in model-driven information systems engineering, especially when it comes to the early stages of systems development. Being among the most applicable and advanced features of model-driven development, model transformation could help improving one of the most time- and resource-consuming efforts in this process, namely, discovery and specification of business vocabularies and business rules within the problem domain. One of our latest developments in this area was the solution for the automatic extraction of SBVR business vocabularies and business rules from UML use case diagrams, which was arguably one of the most comprehensive developments of this kind currently available in public. In this paper, we present an enhancement to our previous development by introducing a novel natural language processing component to it. This enhancement provides more advanced extraction capabilities (such as recognition of entities, entire noun and verb phrases, multinary associations) and better quality of the extraction results compared to our previous solution. The main contributions presented in this paper are pre- and post-processing algorithms, and two extraction algorithms using custom-trained POS tagger. Based on the related work findings, it is safe to state that the presented solution is novel and original in its approach of combining together M2M transformation of UML and SBVR models with natural language processing techniques in the field of model-driven information systems engineering.|||||||10.1016/j.datak.2020.101822|Danènas_2020b||||null|||||||article|||dissertacao-2024.bib
Out-of-Vocabulary Entities in Link Prediction.|Caglar Demir, Caglar Demir, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo|2021|Knowledge graph embedding techniques are key to making knowledge graphs amenable to the plethora of machine learning approaches based on vector representations. Link prediction is often used as a proxy to evaluate the quality of these embeddings. Given that the creation of benchmarks for link prediction is a time-consuming endeavor, most work on the subject matter uses only a few benchmarks. As benchmarks are crucial for the fair comparison of algorithms, ensuring their quality is tantamount to providing a solid ground for developing better solutions to link prediction and ipso facto embedding knowledge graphs. First studies of benchmarks pointed to limitations pertaining to information leaking from the development to the test fragments of some benchmark datasets. We spotted a further common limitation of three of the benchmarks commonly used for evaluating link prediction approaches: out-of-vocabulary entities in the test and validation sets. We provide an implementation of an approach for spotting and removing such entities and provide corrected versions of the datasets WN18RR, FB15K-237, and YAGO3-10. Our experiments on the corrected versions of WN18RR, FB15K-237, and YAGO3-10 suggest that the measured performance of state-of-the-art approaches is altered significantly with p-values <1%, <1.4%, and <1%, respectively. Overall, state-of-the-art approaches gain on average absolute $3.29 \pm 0.24\%$ in all metrics on WN18RR. This means that some of the conclusions achieved in previous works might need to be revisited. We provide an open-source implementation of our experiments and corrected datasets at at https://github.com/dice-group/OOV-In-Link-Prediction.|||||||null|Demir_2021||||arXiv: Learning|||||||article|||dissertacao-2024.bib
Question Answering over Knowledge Graphs with Neural Machine Translation and Entity Linking.|Daniel Diomedi, Daniel Diomedi, Aidan Hogan, Aidan Hogan, Aidan Hogan|2021|The goal of Question Answering over Knowledge Graphs (KGQA) is to find answers for natural language questions over a knowledge graph. Recent KGQA approaches adopt a neural machine translation (NMT) approach, where the natural language question is translated into a structured query language. However, NMT suffers from the out-of-vocabulary problem, where terms in a question may not have been seen during training, impeding their translation. This issue is particularly problematic for the millions of entities that large knowledge graphs describe. We rather propose a KGQA approach that delegates the processing of entities to entity linking (EL) systems. NMT is then used to create a query template with placeholders that are filled by entities identified in an EL phase. Slot filling is used to decide which entity fills which placeholder. Experiments for QA over Wikidata show that our approach outperforms pure NMT: while there remains a strong dependence on having seen similar query templates during training, errors relating to entities are greatly reduced.|||||||null|Diomedi_2021||||arXiv: Artificial Intelligence|||||||article|||dissertacao-2024.bib
Relations in Ontology-Driven Conceptual Modeling|Claudenir M. Fonseca, Claudenir M. Fonseca, Daniele Porello, Daniele Porello, Giancarlo Guizzardi, Giancarlo Guizzardi, João Paulo A. Almeida, João Paulo A. Almeida, Nicola Guarino, Nicola Guarino|2019|For over a decade now, a community of researchers has contributed to the ontological foundations of Conceptual Modeling by participating to the development of the Unified Foundational Ontology (UFO) and the UFO-based modeling language OntoUML, which have been successfully employed in a number of different sectors. The empirical feedback from these experiences led us to reconsider UFO’s theory of relations, proposing a new theory that has already been applied to model subtle notions in the business domain, such as value, risk, service, and contract. In this paper, we advance a first formal characterization of this new theory, which is then used to design a new metamodel for OntoUML.|||||||10.1007/978-3-030-33223-5_4|Fonseca_2019||||null|||||||article|||dissertacao-2024.bib
Automating Financial Regulatory Compliance Using Ontology+Rules and Sunflower|Reginald Ford, Reginald Ford, Grit Denker, Grit Denker, Daniel Elenius, Daniel Elenius, Wesley S. Moore, Wesley Moore, Elie Abi-Lahoud, Elie Abi-Lahoud|2016|Compliance departments in the international finance industry are struggling to use traditional methods to keep up with the demands of new and more stringent regulatory and policy requirements. One initiative supported by many institutions is definition of a common Financial Industry Business Ontology (FIBO). We regard a common ontology as an important step, but in order to support real-world uses cases, the ontology needs to be augmented, and further supplemented by rules that encode the meaning of regulations and policies. We use Sunflower, which is built on top of the Flora-2 knowledge representation languages and reasoner, to add automation to the compliance lifecycle. Sunflower is domain-agnostic, and financial regulatory compliance is one of its many application areas.|||||||10.1145/2993318.2993329|Ford_2016||||null|||||||article|||dissertacao-2024.bib
Compliance with Multiple Regulations|Sepideh Ghanavati, Sepideh Ghanavati, Llio Humphreys, Llio Humphreys, Guido Boella, Guido Boella, Guido Boella, Guido Boella, Luigi Di, Luigi Di Caro, Livio Robaldo, Livio Robaldo, Leendert Torre, Leendert Torre|2014|With an increase in regulations, it is challenging for organizations to identify relevant regulations and ensure that their business processes comply with legal provisions. Multiple regulations cover the same domain and can interact with, complement or contradict each other. To overcome these challenges, a systematic approach is required. This paper proposes a thorough approach integrating the Eunomos knowledge and document management system with Legal-URN framework, a Requirements Engineering based framework for business process compliance).|||||||10.1007/978-3-319-12206-9_35|Ghanavati_2014||||null|||||||article|||dissertacao-2024.bib
Deontic Ambiguities in Legal Reasoning|Guido Governatori, Antonino Rotolo|2023|null|||||||10.1145/3594536.3595175|Governatori_2023||||null|||||||article|||dissertacao-2024.bib
A Systematic Mapping of the Literature on Legal Core Ontologies.|Cristine Griffo, Cristine Griffo, João Paulo A. Almeida, João Paulo A. Almeida, Giancarlo Guizzardi, Giancarlo Guizzardi|2015|Over the last decades, the field of legal ontologies has seen a sharp increase in the number of published papers. The literature on legal ontologies now covers a wide variety of topics and research approaches. One of these topics is legal core ontologies, which have received significant attention since the 1990s. In order to provide an up-to-date overview of this research area, this article presents a systematic mapping study of published researches on legal core ontologies. The selected papers were analyzed and categorized according to the perspective of their main contribution as well as according to the legal theories used. The study reveals that only a small number of studies use legal theories suitable to address current societal challenges.|||||||null|Griffo_2015||||null|||||||article|||dissertacao-2024.bib
A Pattern for the Representation of Legal Relations in a Legal Core Ontology.|Cristine Griffo, Cristine Griffo, João Paulo A. Almeida, João Paulo A. Almeida, Giancarlo Guizzardi, Giancarlo Guizzardi|2016|null|||||||null|Griffo_2016||||null|||||||article|||dissertacao-2024.bib
Legal Theories and Judicial Decision-Making: An Ontological Analysis|Cristine Griffo, Cristine Griffo, Cristine Griffo, João Paulo A. Almeida, João Paulo A. Almeida, Giancarlo Guizzardi, Giancarlo Guizzardi|2020|In this paper, we expose the legal theories underlying two important classes of Legal Core Ontologies and show how these ontologies inherit both limitations and benefits (such as explanatory power) of their underlying theories. We do that with the help of a real case study in which we have normative omission and collision of principles. We use this case study to conduct an ontological analysis of the support for judicial decision-making in LKIF-Core (representing Kelsen’s Pure Theory of the Law) and UFO-L (representing Robert Alexy’s Theory of Constitutional Rights). We show that UFO-L is able to articulate the semantics of the content of judicial decisions by making explicit the individual’s legal positions that are raised in argumentation along a legal process. The same cannot be said of LKIF-Core that is based on the Kelsenian stance and focuses on the representation of general norms (norm types) and subsumption of facts to these norms.|||||||10.3233/faia200661|Griffo_2020||||null|||||||article|||dissertacao-2024.bib
UFO-L : uma ontologia núcleo de aspectos jurídicos construída sob a perspectiva das relações jurídicas|Giancarlo Guizzardi, Giancarlo Guizzardi, João Paulo A. Almeida, João Paulo A. Almeida, Renata S. S. Guizzardi, Renata S. S. Guizzardi, João Alberto Oliveira Lima, João Alberto Oliveira Lima, João Alberto Oliveira Lima, Samuel Meira Brasil Júnior, Samuel Meira Brasil Júnior, Aires José Rover, Aires José Rover|2018|null|||||||null|Guizzardi_2018||||null|||||||article|||dissertacao-2024.bib
UFO: Unified Foundational Ontology|Giancarlo Guizzardi, Giancarlo Guizzardi, Alessander Botti Benevides, Alessandro B. Benevides, Alessander Botti Benevides, Claudenir M. Fonseca, Claudenir M. Fonseca, Daniele Porello, Daniele Porello, João Paulo A. Almeida, João Paulo A. Almeida, Tiago Prince Sales, Tiago Prince Sales|2021|The Unified Foundational Ontology (UFO) was developed over the last two decades by consistently putting together theories from areas such as formal ontology in philosophy, cognitive science, linguistics, and philosophical logics. It comprises a number of micro-theories addressing fundamental conceptual modeling notions, including entity types and relationship types. The aim of this paper is to summarize the current state of UFO, presenting a formalization of the ontology, along with the analysis of a number of cases to illustrate the application of UFO and facilitate its comparison with other foundational ontologies in this special issue. (The cases originate from the First FOUST Workshop – the Foundational Stance, an international forum dedicated to Foundational Ontology research.)|||||||10.3233/ao-210256|Guizzardi_2021||||Applied Ontology|||||||article|||dissertacao-2024.bib
Producing BPEL models from text|Siddiqui Habiba, Habiba Siddiqui, Imran Sarwar Bajwa, Imran Sarwar Bajwa, Tabassum Dur-e-sameen, Dur-e-sameen Tabassum, Shabana Ramzan, Shabana Ramzan|2016|Business Process Execution Language (BPEL) is employed to elucidate business processes within web service of enterprises thus a standard business language SBVR (Semantic Business Vocabulary and Rules) is available to deal with the ambiguous nature of textual business information. The description of structured vocabularies demands significant attention while transformation to avoid resulting inconsistent ontologies. The methods of assembling interactions such as transformation processes of abstract domain models to the detailed and executed for implementation of successful BPM and SOA, proved partially successful in transformation however retain the properties of quality, reliability and consistency so far. Authoring BPEL code manually requires comprehension of the semantic components among domains. In this paper, we proposed a model to ease the implementation process by automating BPEL business process from textual business information to facilitate business organization with efficient and cohesive methodology by offering SBVR business rules parsing, information extraction and integration, mapping logics to OWL2 and BPEL that result with an improved automated system.|||||||10.1109/intech.2016.7845066|Habiba_2016||||null|||||||article|||dissertacao-2024.bib
Automatic Extraction of SBVR Based Business Vocabulary from Natural Language Business Rules|Abdellatif Haj, Abdellatif Haj, Youssef Balouki, Youssef Balouki, Taoufiq Gadi, Taoufiq Gadi|2018|In the early phases of software development, both of business analysts and IT architects collaborate to define the business needs in a consistent and unambiguous format before exploiting them to produce a software solution to the problem have been defined. Given the divergence of the interest areas of each intervenor, the natural language remains the most adequate format to define the business needs in order to avoid misunderstanding. This informal support suffers from ambiguity leading to inconsistencies, which will affect the reliability of the final solution. Accordingly, the Object Management Group (OMG) has proposed the “Semantic Business Vocabulary and Rules” (SBVR) standard which offers the opportunity to gather business rules in a natural language format having a formal logic aspect, letting the possibility to be understood by not only the different stakeholders but also directly processed by the machine. Since the SBVR standard is born to represent business rules by combining business vocabulary, it would be wise to give a great attention to the latter. In this paper we present an approach to extract business vocabulary according to SBVR Structured English as one of possibly notation that can map to the SBVR Meta-Model, with a view to provide a relevant resource for the next software deployment steps.|||||||10.1007/978-3-030-11914-0_19|Haj_2018||||null|||||||article|||dissertacao-2024.bib
Automated Checking of Conformance to SBVR Structured English Notation|Abdellatif Haj, Abdellatif Haj, Youssef Balouki, Youssef Balouki, Taoufiq Gadi, Taoufiq Gadi|2018|Business rules are generally captured in a natural language. The inherit ambiguity of the latter is often seen as a cause for project failure, which makes it necessary to translate natural language business rules statements to another language sufficiently formal. However, business experts are generally not familiar with formal languages, which can complicate the communication between stakeholders. For this reason, Object Management Group (OMG) had proposed SBVR Standard (2008) for modeling complex organizations in a natural language but in a formal and detailed way. As a result, several studies have succeeded to increase the accuracy of their approaches by transforming their models from/to SBVR standard. Clearly then, the success of these approaches depends on the quality of the SBVR based statements used or generated. This paper presents an approach for checking conformance of both lexicon and syntax of Business Rules (BR) expressed with Semantic of Business Vocabulary and Rules (SBVR), to SBVR Structured English notation (SBVR-SE) using Natural Language Processing (NLP).|||||||10.1007/978-3-030-11928-7_63|Haj_2018b||||null|||||||article|||dissertacao-2024.bib
Automated Identification of Semantic Similarity between Concepts of Textual Business Rules|Abdellatif Haj, Abdellatif Haj, Youssef Balouki, Taoufiq Gadi, Youssef Balouki, Taoufiq Gadi|2021|Business Rules (BR) are usually written by different stakeholders, which makes them vulnerable to contain different designations for a same concept. Such problem can be the source of a not well orchestrated behaviors. Whereas identification of synonyms is manual or totally neglected in most approaches dealing with natural language Business Rules. In this paper, we present an automated approach to identify semantic similarity between terms in textual BR using Natural Language Processing and knowledge-based algorithm refined using heuristics. Our method is unique in that it also identifies abbreviations/expansions (as a special case of synonym) which is not possible using a dictionary. Then, results are saved in a standard format (SBVR) for reusability purposes. Our approach was applied on more than 160 BR statements divided on three cases with an accuracy between 69% and 87% which suggests it to be an indispensable enhancement for other methods dealing with textual BR.|||||||10.22266/ijies2021.0228.15|Haj_2021||||International Journal of Intelligent Engineering and Systems|||||||article|||dissertacao-2024.bib
The Semantic of Business Vocabulary and Business Rules: An Automatic Generation From Textual Statements|Abdellatif Haj, Abdellatif Haj, Abdessamad Jarrar, Abdessamad Jarrar, Abdessamd Jarrar, Youssef Balouki, Youssef Balouki, Taoufiq Gadir, Taoufiq Gadir|2021|In the early phases of the software development process, specifications are mostly written in a natural language rather than formal models, which is not supported by the Model Driven Architecture (MDA). For this reason, the Semantic of Business Vocabulary and Rules (SBVR) is proposed by the Object Management Group to represent the textual specifications in a language comprehensible by both of humans and machines, to facilitate its integration in the MDA lifecycle. However, businesspeople are usually not familiar with SBVR standard. In this paper we present an approach to automatically transform textual business rules to an SBVR model, to facilitate its integration in nowadays information technology infrastructures. Our approach is distinguished from existing works in that it uses an in-depth Natural Language Processing to extract a more comprehensible SBVR model that includes the semantic formulation of each business rule statement, coupled with a Terminological Dictionary of extracted concepts, to which we have added further specifications such as definitions and synonyms. The evaluation of our approach shows that for three sets of business rules statements taken from different domains, we could generate the correct meaning with an average of F1-score exceeding 87%.|||||||10.1109/access.2021.3071623|Haj_2021a||||IEEE Access|||||||article|||dissertacao-2024.bib
Automated generation of terminological dictionary from textual business rules|Abdellatif Haj, Abdellatif Haj, Youssef Balouki, Youssef Balouki, Taoufiq Gadi, Taoufiq Gadi|2021|Abstract To support decision making, organizations tend to operate according to Business Rules, which are usually represented in a natural language format easily understood by all intervenors. According to the business rules manifesto by the Business Rules Group (OMG), rules build on facts, and facts build on concepts as expressed by terms. To avoid ambiguity and misunderstanding, the standardization of the terminology used at the business level becomes a persistent need. However, doing so manually is error prone and time consuming, especially that the Business Rules are the subject of continuous updating. In this paper, we present an automated approach to generate the Business Vocabulary from textual statements of Business Rules. Our approach is distinguished from existing works in that it extracts the Terminological Dictionary as described by the Semantic of Business Vocabulary and Rules (SBVR) standard to provide a more comprehensive meaning for each concept. Accordingly, an in‐depth Natural Language Processing (NLP) is used to extract not only flat list of terms and relations, but also extra specifications and implicit knowledge. With a satisfactory result, our approach has proved its capability to automatically generate the SBVR Terminological Dictionary from large number of natural language business rules statements.|||||||10.1002/smr.2339|Haj_2021b||||Journal of Software: Evolution and Process|||||||article|||dissertacao-2024.bib
Knowledge Graphs: Research Directions.|Aidan Hogan, Aidan Hogan, Aidan Hogan, Aidan Hogan|2020|In these lecture notes, we provide an overview of some of the high-level research directions and open questions relating to knowledge graphs. We discuss six high-level concepts relating to knowledge graphs: data models, queries, ontologies, rules, embeddings and graph neural networks. While traditionally these concepts have been explored by different communities in the context of graphs, more recent works have begun to look at how they relate to one another, and how they can be unified. In fact, at a more foundational level, we can find some surprising relations between the different concepts. The research questions we explore mostly involve combinations of these concepts.|||||||10.1007/978-3-030-60067-9_8|Hogan_2020||||null|||||||article|||dissertacao-2024.bib
The Semantic Web: Two Decades On|Aidan Hogan, Aidan Hogan, Aidan Hogan|2020|Millennium Institute for Foundational Research on Data (IMFD) Comision Nacional de Investigacion Cientifica y Tecnologica (CONICYT) CONICYT FONDECYT 1181896|||||||10.3233/sw-190387|Hogan_2020b||||Social Work|||||||article|||dissertacao-2024.bib
Knowledge Graphs|Aidan Hogan, Aidan Hogan, Eva Blomqvist, Eva Blomqvist, Michael Cochez, Michael Cochez, Claudia d'Amato, Claudia d’Amato, Gerard Melo, Gerard Melo, Claudio Gutierrez, Claudio Gutiérrez, Sabrina Kirrane, Sabrina Kirrane, José Emilio Labra Gayo, José Emilio Labra Gayo, Roberto Navigli, Roberto Navigli, Sebastian Neumaier, Sebastian Neumaier, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo, Axel Polleres, Axel Polleres, Sabbir M. Rashid, Sabbir M. Rashid, Anisa Rula, Anisa Rula, Lukas Schmelzeisen, Lukas Schmelzeisen, Juan Sequeda, Juan F. Sequeda, Steffen Staab, Steffen Staab, Antoine Zimmermann, Antoine Zimmermann|2021|This book provides a comprehensive and accessible introduction to knowledge graphs, which have recently garnered notable attention from both industry and academia. Knowledge graphs are founded on the|||||||10.2200/s01125ed1v01y202109dsk022|Hogan_2021||||null|||||||article|||dissertacao-2024.bib
Knowledge Graphs|Aidan Hogan, Eva Blomqvist, Michael Cochez, Claudia d'Amato, Gerard Melo, Claudio Gutierrez, Sabrina Kirrane, José Emilio Labra Gayo, Roberto Navigli, Sebastian Neumaier, Axel-Cyrille Ngonga Ngomo, Axel Polleres, Sabbir M. Rashid, Anisa Rula, Lukas Schmelzeisen, Juan F. Sequeda, Steffen Staab, Antoine Zimmermann|2021|In this article, we provide a comprehensive introduction to knowledge graphs, which have recently garnered significant attention from both industry and academia in scenarios that require exploiting diverse, dynamic, large-scale collections of data. After some opening remarks, we motivate and contrast various graph-based data models, as well as languages used to query and validate knowledge graphs. We explain how knowledge can be represented and extracted using a combination of deductive and inductive techniques. We conclude with high-level future research directions for knowledge graphs.|||||||10.1145/3447772|Hogan_2021a||||ACM Computing Surveys|||||||article|||dissertacao-2024.bib
The Relations Between Equity and Law|Wesley Newcomb Hohfeld|1913|"At the last annual meeting of the Association of American Law Schools, Professor Walter W. COOK contributed an interesting address on Equity and its relation to Law. Taking as his more specific subject, ""THE PLACE OF EQUITY IN OUR LEGAL SYSTEM,"" the speaker began his discussion with an extensive quotation from MAITLAND'S LECTURES ON EQUITY,--a work cordially welcomed by that distinguished scholar's many admirers upon its posthumous publication in the fall of 1909."|537--571|||||||hohfeld1913relations||||Michigan Law Review||||8|JSTOR||article||11|dissertacao-2024.bib
Fundamental legal conceptions as applied in judicial reasoning|Wesley Newcomb Hohfeld|1917|Wesley Newcomb Hohfeld, born in 1879, died prematurely in 1918. He left only a few law journal articles as his published work. His 'Fundamental Legal Conceptions', originally published as two articles in the 'Yale Law Journal' for 1913 and 1917 and left incompletely revised at his death is, however, one of the principal foundations of analytic jurisprudence. The analysis of rights that Hohfeld offers is still regularly cited and relied upon by both lawyers and philosophers, and it is treated as a source of insight into the nature of moral rights as well as the legal rights that were Hohfeld’s own focus of concern. Although some of his analytical distinctions were anticipated by earlier jurists, their insights were fragmentary and imperfect by comparison. Hohfeld’s systematic and exhaustive (yet concise) treatment is generally regarded as unsurpassed. This is not to say that he has not been criticized, but his book forms the essential starting point for any discussion of the nature and structure of rights. 'Fundamental Legal Conceptions' has long been difficult to obtain. This new edition makes this classic of analytic jurisprudence available with a comprehensive introduction by Dr. N.E. Simmonds of Corpus Christi, University of Cambridge, UK.|710--770|||||||hohfeld1917fundamental||||The Yale Law Journal||||8|JSTOR||article||26|dissertacao-2024.bib
Populating legal ontologies using semantic role labeling|Llio Humphreys, Llio Humphreys, Guido Boella, Guido Boella, Leendert Torre, Leendert Torre, Livio Robaldo, Livio Robaldo, Luigi Di, Luigi Di Caro, Sepideh Ghanavati, Sepideh Ghanavati, Sepideh Ghanavati, Sepideh Ghanavati, Robert Muthuri, Robert Muthuri|2020|This article seeks to address the problem of the ‘resource consumption bottleneck’ of creating legal semantic technologies manually. It describes a semantic role labeling based information extraction system to extract definitions and norms from legislation and represent them as structured norms in legal ontologies. The output is intended to help make laws more accessible, understandable, and searchable in a legal document management system.|||||||10.1007/s10506-020-09271-3|Humphreys_2020||||Artificial Intelligence and Law|||||||article|||dissertacao-2024.bib
Populating Legal Ontologies using Semantic Role Labeling|Llio Humphreys, Llio Humphreys, Guido Boella, Guido Boella, Luigi Di, Luigi Di Caro, Livio Robaldo, Livio Robaldo, Leendert Torre, Leendert Torre, Leon Torre, Sepideh Ghanavati, Sepideh Ghanavati, Robert Muthuri, Robert Muthuri|2020|This paper is concerned with the goal of maintaining legal information and compliance systems: the ‘resource consumption bottleneck’ of creating semantic technologies manually. The use of automated information extraction techniques could significantly reduce this bottleneck. The research question of this paper is: How to address the resource bottleneck problem of creating specialist knowledge management systems? In particular, how to semi-automate the extraction of norms and their elements to populate legal ontologies? This paper shows that the acquisition paradox can be addressed by combining state-of-the-art general-purpose NLP modules with pre- and post-processing using rules based on domain knowledge. It describes a Semantic Role Labeling based information extraction system to extract norms from legislation and represent them as structured norms in legal ontologies. The output is intended to help make laws more accessible, understandable, and searchable in legal document management systems such as Eunomos (Boella et al., 2016).|||||||null|Humphreys_2020b||||null|||||||article|||dissertacao-2024.bib
Ranking of text documents using TF-IDF weighting and association rules mining|Siham Jabri, Siham Jabri, Azzeddine Dahbi, Azzeddine Dahbi, Taoufiq Gadi, Taoufiq Gadi, Abdelhak Bassir, Abdelhak Bassir|2018|The amount of information has increased exponentially over the past few years. Most of the text documents are unstructured and not organized and hence user facing more difficult to find his information needs. It creates a challenge for information retrieval for ranking documents according to the user relevance. One of more useful and efficient retrieval model is the vector space model. It uses term weighting tf-idf for assigning a score to a query/document pair, in order to rank the documents. This method is based on the bag-of-words model and does not capture position of terms in document and semantics. Keeping this approach, here we propose a new ranking measure that combines the vector space measure denoted tf-idf and new factor deducted from association rules technique based on dominance relations. This approach will help the user to get the most relevant documents at the beginning. The experiments on TREC collection show that the proposed method is giving better results compared to the baselines and the semantic ranking ESA.|||||||10.1109/icoa.2018.8370597|Jabri_2018||||null|||||||article|||dissertacao-2024.bib
Understanding understanding and ambiguity in natural language|Philip C. Jackson, Philip Jackson|2020|Abstract How can we define and understand the nature of understanding itself? This paper discusses cognitive processes for understanding the world in general and for understanding natural language. The discussion considers whether and how an artificial cognitive system could use a ‘natural language of thought’, and whether the ambiguities of natural language would be a theoretical barrier or could be a theoretical advantage for such a system, in a research approach toward human-level artificial intelligence.|||||||10.1016/j.procs.2020.02.138|Jackson_2020||||Procedia Computer Science|||||||article|||dissertacao-2024.bib
LAUREN - Knowledge Graph Summarization for Question Answering|Rricha Jalota, Rricha Jalota, Daniel Vollmers, Daniel Vollmers, Diego Moussallem, Diego Moussallem, Axel-Cyrille Ngonga Ngomo, Axel-Cyrille Ngonga Ngomo|2021|Besides the challenge that a human can ask one question in many different ways, a key aspect in Question Answering approaches over Knowledge Graphs (KGQA) is to deal with the vast amount of information present in the knowledge graphs. Modern real-world knowledge graphs contain nearly millions of entities and relationships. Additionally, they are enriched with new facts every day. However, not all facts are relevant for answering particular questions, thus fostering several challenges to KGQA systems, which require interpretable and query-able data. One solution to filtering the extra data in knowledge graphs is to rely on graph summarization techniques. Graph-based summarization approaches aim to resize knowledge graphs to be more concise and precise by storing only relevant information. In this paper, we propose a framework named LAUREN that applies different summarization techniques on knowledge graphs to be used in KGQA systems. Our experiments show that LAUREN summarizes large knowledge graphs such as DBpedia by 2 million entities and its summarization still achieves the same performance on both question answering and linking tasks compared to the complete DBpedia.|||||||10.1109/icsc50631.2021.00047|Jalota_2021||||null|||||||article|||dissertacao-2024.bib
The influence of the PSI directive on open government data: An overview of recent developments☆|Katleen Janssen, Katleen Janssen|2011|Abstract This paper looks at the role of the European Directive on re-use of public sector information in the current trend towards opening up government data. After discussing the PSI directive, it gives an overview of current policies and practices with regard to open government data in the Member States. It is argued that the success of the open government data movement in some Member States can be related to the confusion or ignorance about the relationship between traditional freedom of information legislation and the re-use of public sector data. If future information policies decide to follow this trend, they should always ensure that existing rights on freedom of information are not harmed.|||||||10.1016/j.giq.2011.01.004|Janssen_2011||||Government Information Quarterly|||||||article|||dissertacao-2024.bib
